survivor_id,x_m,y_m,found,first_discovery_distance_m,first_discovery_fraction_of_mission,exposure_end_distance_m,radiation_quantity,radiation_rate_unit,radiation_dose_unit,ground_truth_excess_rate,ground_truth_total_rate,excess_exposure_distance_integral,total_exposure_distance_integral,distance_integral_unit,first_discovery_time_s,exposure_end_time_s,pre_discovery_excess_dose,pre_discovery_total_dose
16,522780.80445333244,5697234.20960728,True,79691.095868763,0.9098952525244922,79691.095868763,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,7969.1095868763,7969.1095868763,0.0,0.0
17,522636.350175414,5696884.154668293,True,1135.0552066937487,0.012959808528981136,1135.0552066937487,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,113.50552066937487,113.50552066937487,0.0,0.0
18,523056.24888303294,5696811.009685948,True,5059.822295311544,0.05777192840594597,5059.822295311544,collision_air_kerma_rate,uGy/h,uGy,1.3406127005040562,1.3406127005040562,6783.262031388241,6783.262031388241,uGy/h*m,505.98222953115436,505.98222953115436,0.18842394531634002,0.18842394531634002
19,523029.82824195357,5697208.030157689,False,,,87582.71421645637,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,,8758.271421645637,0.0,0.0
20,523485.219516135,5697257.951144057,True,6040.116283408892,0.06896470767600375,6040.116283408892,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,604.0116283408892,604.0116283408892,0.0,0.0
21,523122.4877871183,5696783.395580345,True,4487.991028457313,0.051242885866330475,4487.991028457313,collision_air_kerma_rate,uGy/h,uGy,1.8082294030418673,1.8082294030418673,8115.317338244624,8115.317338244624,uGy/h*m,448.79910284573134,448.79910284573134,0.2254254816179062,0.2254254816179062
22,523036.36603836226,5696400.433328753,True,18758.511322478033,0.21418052055474435,18758.511322478033,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,1875.8511322478032,1875.8511322478032,0.0,0.0
23,522738.7754857994,5696827.706914632,True,2457.8334059229464,0.028062996538889308,2457.8334059229464,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,245.78334059229465,245.78334059229465,0.0,0.0
24,522659.9817582529,5697469.835588214,False,,,87582.71421645637,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,,8758.271421645637,0.0,0.0
25,522900.9605622476,5697447.671857406,False,,,87582.71421645637,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,,8758.271421645637,0.0,0.0
26,522939.4673595048,5697340.50662362,True,7167.084268025131,0.08183217809751858,7167.084268025131,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,716.708426802513,716.708426802513,0.0,0.0
27,522844.8403948274,5696500.705055729,True,3310.591356492553,0.03779959762734219,3310.591356492553,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,331.0591356492553,331.0591356492553,0.0,0.0
28,523122.14934196323,5697540.586222763,True,85604.64306249279,0.9774148224149017,85604.64306249279,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,8560.46430624928,8560.46430624928,0.0,0.0
29,522989.6774106841,5696874.660961835,True,10073.417950300549,0.11501605128843795,10073.417950300549,collision_air_kerma_rate,uGy/h,uGy,0.02184571360891884,0.02184571360891884,220.06100360520804,220.06100360520804,uGy/h*m,1007.3417950300549,1007.3417950300549,0.006112805655700223,0.006112805655700223
30,522489.4373290968,5696912.130955237,True,1953.4700364694065,0.022304287483503896,1953.4700364694065,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,195.34700364694066,195.34700364694066,0.0,0.0
31,522601.4795717817,5697078.555762947,True,8044.131466844594,0.09184610843372493,8044.131466844594,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,804.4131466844594,804.4131466844594,0.0,0.0
32,522874.3689974782,5697368.091412326,False,,,87582.71421645637,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,,8758.271421645637,0.0,0.0
33,522870.88008704357,5697439.722182927,False,,,87582.71421645637,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,,8758.271421645637,0.0,0.0
34,523155.0777338479,5697229.005100832,True,39670.80530927445,0.4529524537368185,39670.80530927445,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,3967.080530927445,3967.080530927445,0.0,0.0
35,523451.7102221786,5697231.174348168,True,6002.011221573515,0.06852963253387923,6002.011221573515,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,600.2011221573515,600.2011221573515,0.0,0.0
36,522672.2223934527,5697354.030575576,True,83128.63773307257,0.9491443428851066,83128.63773307257,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,8312.863773307257,8312.863773307257,0.0,0.0
37,522810.549769158,5697309.161976059,True,7312.004145337188,0.08348684110503733,7312.004145337188,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,731.2004145337188,731.2004145337188,0.0,0.0
38,523278.42582740646,5697398.509283556,True,84282.37010599625,0.9623174031544228,84282.37010599625,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,8428.237010599625,8428.237010599625,0.0,0.0
39,523124.59719817375,5697138.596147232,True,8699.263423854129,0.09932625977261138,8699.263423854129,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,869.9263423854129,869.9263423854129,0.0,0.0
40,523433.55227908486,5697213.674391468,False,,,87582.71421645637,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,,8758.271421645637,0.0,0.0
41,522744.417387037,5696825.7889852645,True,2454.8716274295975,0.028029179609146426,2454.8716274295975,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,245.48716274295975,245.48716274295975,0.0,0.0
42,523338.25290866964,5696873.403281674,True,4125.780938230423,0.04710725141531648,4125.780938230423,collision_air_kerma_rate,uGy/h,uGy,0.013784405583388382,0.013784405583388382,56.871437800780804,56.871437800780804,uGy/h*m,412.5780938230423,412.5780938230423,0.0015797621611328002,0.0015797621611328002
43,522656.59437759244,5697008.817315101,True,10965.083211085597,0.12519688741303373,10965.083211085597,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,1096.5083211085598,1096.5083211085598,0.0,0.0
44,523153.92652129923,5696520.330496059,True,15810.446233398416,0.18052016741937998,15810.446233398416,collision_air_kerma_rate,uGy/h,uGy,0.0026514414153200254,0.0026514414153200254,41.92047193792306,41.92047193792306,uGy/h*m,1581.0446233398416,1581.0446233398416,0.0011644575538311962,0.0011644575538311962
45,523160.3928243879,5696525.877406251,True,15809.606983029686,0.18051058504486422,15809.606983029686,collision_air_kerma_rate,uGy/h,uGy,0.002902658173662381,0.002902658173662381,45.889884931680974,45.889884931680974,uGy/h*m,1580.9606983029685,1580.9606983029685,0.001274719025880027,0.001274719025880027
46,522482.4912460878,5696865.270520346,True,1917.440476184551,0.02189290995761665,1917.440476184551,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,191.7440476184551,191.7440476184551,0.0,0.0
47,523179.45895962144,5696525.12006367,True,15828.785334144784,0.1807295592030263,15828.785334144784,collision_air_kerma_rate,uGy/h,uGy,0.0028172371023759274,0.0028172371023759274,44.59344132889663,44.59344132889663,uGy/h*m,1582.8785334144784,1582.8785334144784,0.001238706703580462,0.001238706703580462
48,522733.72585402406,5697028.284232413,True,10876.002720065722,0.12417978612978603,10876.002720065722,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,1087.6002720065721,1087.6002720065721,0.0,0.0
49,522980.9209025684,5697301.693496049,True,39910.19981781769,0.45568580712378465,39910.19981781769,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,3991.019981781769,3991.019981781769,0.0,0.0
50,522707.49577370915,5697113.546323872,True,8159.805563724682,0.09316684960868105,8159.805563724682,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,815.9805563724682,815.9805563724682,0.0,0.0
51,522979.09765757894,5697571.673698722,True,85438.44859692892,0.9755172508786608,85438.44859692892,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,8543.844859692892,8543.844859692892,0.0,0.0
52,522842.9933938756,5696802.147391681,True,256.5049803817723,0.0029287169583239094,256.5049803817723,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,25.650498038177233,25.650498038177233,0.0,0.0
53,522898.14365523,5697430.293078377,True,83412.78954874958,0.9523887252751608,83412.78954874958,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,8341.278954874959,8341.278954874959,0.0,0.0
54,522713.9223017784,5697005.000937431,False,,,87582.71421645637,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,,8758.271421645637,0.0,0.0
55,522897.7941043027,5696567.492125103,True,3384.0627646555486,0.038638477865529534,3384.0627646555486,collision_air_kerma_rate,uGy/h,uGy,0.0010228294376661508,0.0010228294376661508,3.4613190145995945,3.4613190145995945,uGy/h*m,338.40627646555487,338.40627646555487,9.614775040554429e-05,9.614775040554429e-05
56,522947.64743694675,5697455.998408939,True,83471.17764724614,0.9530553876299291,83471.17764724614,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,8347.117764724613,8347.117764724613,0.0,0.0
57,522875.374213182,5696637.524586228,True,9542.826166245764,0.10895787201411844,9542.826166245764,collision_air_kerma_rate,uGy/h,uGy,0.00152841797412089,0.00152841797412089,14.585427036401171,14.585427036401171,uGy/h*m,954.2826166245765,954.2826166245765,0.00040515075101114364,0.00040515075101114364
58,523338.98575191404,5696622.716228699,True,16106.051296095444,0.18389532044291446,16106.051296095444,collision_air_kerma_rate,uGy/h,uGy,0.004681699312436926,0.004681699312436926,75.4036892790039,75.4036892790039,uGy/h*m,1610.6051296095443,1610.6051296095443,0.002094546924416775,0.002094546924416775
59,522781.4597655995,5697043.503574454,True,10825.395225703829,0.12360196098683808,10825.395225703829,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,1082.5395225703828,1082.5395225703828,0.0,0.0
60,522877.918900796,5697340.05158372,True,7226.550756349511,0.08251115326809176,7226.550756349511,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,722.6550756349511,722.6550756349511,0.0,0.0
61,523018.0174790022,5696394.4724619975,True,18742.2754244658,0.21399514267330408,18742.2754244658,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,1874.22754244658,1874.22754244658,0.0,0.0
62,523081.11736861465,5696415.409554907,True,18806.138255217662,0.21472431430635064,18806.138255217662,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,1880.613825521766,1880.613825521766,0.0,0.0
63,522770.0664098702,5696753.747348736,True,28757.77212158466,0.32834986194320537,28757.77212158466,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,2875.777212158466,2875.777212158466,0.0,0.0
64,523175.7191494098,5696687.15984463,True,3712.176601574767,0.0423848088608022,3712.176601574767,collision_air_kerma_rate,uGy/h,uGy,0.10084318454259558,0.10084318454259558,374.34771008730957,374.34771008730957,uGy/h*m,371.2176601574767,371.2176601574767,0.010398547502425266,0.010398547502425266
65,523434.74895389134,5696826.280381553,True,4028.12057393225,0.045992187042490466,4028.12057393225,collision_air_kerma_rate,uGy/h,uGy,0.0028058397501351546,0.0028058397501351546,11.30226082467634,11.30226082467634,uGy/h*m,402.812057393225,402.812057393225,0.00031395168957434275,0.00031395168957434275
66,522904.3889521106,5696786.055942155,True,9719.622962953863,0.11097649861515245,9719.622962953863,collision_air_kerma_rate,uGy/h,uGy,0.005384556233036221,0.005384556233036221,52.3358564079352,52.3358564079352,uGy/h*m,971.9622962953863,971.9622962953863,0.0014537737891093113,0.0014537737891093113
67,523218.7080393648,5697039.669150325,True,5510.848840489408,0.06292164943495147,5510.848840489408,collision_air_kerma_rate,uGy/h,uGy,0.0034318297757619173,0.0034318297757619173,18.912295140514587,18.912295140514587,uGy/h*m,551.0848840489408,551.0848840489408,0.0005253415316809608,0.0005253415316809608
68,522769.4898960521,5696530.872402585,True,594.308825844686,0.006785686321342827,594.308825844686,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,59.4308825844686,59.4308825844686,0.0,0.0
69,523057.0620742013,5697099.501879108,True,10448.498014168752,0.11929863224318217,10448.498014168752,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,1044.8498014168752,1044.8498014168752,0.0,0.0
70,523193.7340869445,5696585.5976204695,True,20062.229773651678,0.2290660885899113,20062.229773651678,collision_air_kerma_rate,uGy/h,uGy,0.008187979696650393,0.008187979696650393,164.26913005619494,164.26913005619494,uGy/h*m,2006.2229773651677,2006.2229773651677,0.0045630313904498595,0.0045630313904498595
71,522602.99009687745,5697268.728193819,True,80157.757907871,0.915223496154333,80157.757907871,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,8015.7757907871,8015.7757907871,0.0,0.0
72,523235.0931901159,5697087.828937125,True,5559.733785110595,0.06347980688712143,5559.733785110595,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,555.9733785110595,555.9733785110595,0.0,0.0
73,523324.7786641355,5696735.224865026,True,3880.474022717463,0.044306391477284685,3880.474022717463,collision_air_kerma_rate,uGy/h,uGy,0.023696517632453597,0.023696517632453597,91.9537211016025,91.9537211016025,uGy/h*m,388.0474022717463,388.0474022717463,0.0025542700306000693,0.0025542700306000693
74,523078.75877338107,5696748.782502631,True,4876.861609277073,0.055682923884091434,4876.861609277073,collision_air_kerma_rate,uGy/h,uGy,1.6634410872610976,1.6634410872610976,8112.37197775776,8112.37197775776,uGy/h*m,487.68616092770725,487.68616092770725,0.22534366604882666,0.22534366604882666
75,522733.3042571091,5697504.215260472,False,,,87582.71421645637,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,,8758.271421645637,0.0,0.0
76,522778.1583192075,5697514.587236744,False,,,87582.71421645637,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,,8758.271421645637,0.0,0.0
77,522638.6940012301,5697329.766779418,True,80275.23186056722,0.9165647876836853,80275.23186056722,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,8027.523186056722,8027.523186056722,0.0,0.0
78,522751.01258016465,5696946.41042006,False,,,87582.71421645637,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,,8758.271421645637,0.0,0.0
79,523404.30215464113,5697325.287066394,False,,,87582.71421645637,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,,8758.271421645637,0.0,0.0
80,523238.98447642336,5697031.320640749,True,5490.817165904092,0.06269293221872306,5490.817165904092,collision_air_kerma_rate,uGy/h,uGy,0.003629435703571496,0.003629435703571496,19.928567863715564,19.928567863715564,uGy/h*m,549.0817165904092,549.0817165904092,0.0005535713295476546,0.0005535713295476546
81,523202.753200823,5697245.40298261,True,39621.52496130831,0.45238978165697924,39621.52496130831,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,3962.1524961308305,3962.1524961308305,0.0,0.0
82,523193.19623910234,5697183.825701348,True,5677.867327347311,0.06482862946351196,5677.867327347311,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,567.7867327347311,567.7867327347311,0.0,0.0
83,522539.03472026443,5696762.621366847,True,13402.623089918525,0.15302817696189,13402.623089918525,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,1340.2623089918525,1340.2623089918525,0.0,0.0
84,523355.73362253915,5697420.227922904,False,,,87582.71421645637,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,,8758.271421645637,0.0,0.0
85,523353.65557529544,5697244.914884002,True,5909.812819547198,0.06747693163449338,5909.812819547198,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,590.9812819547199,590.9812819547199,0.0,0.0
86,522766.7100205232,5696996.934132816,False,,,87582.71421645637,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,,8758.271421645637,0.0,0.0
87,523296.67082683934,5696725.0963258315,True,3848.352544327192,0.043939635563430675,3848.352544327192,collision_air_kerma_rate,uGy/h,uGy,0.0451821320597925,0.0451821320597925,173.87677287042965,173.87677287042965,uGy/h*m,384.8352544327192,384.8352544327192,0.004829910357511935,0.004829910357511935
88,522731.8071445958,5696847.684871984,True,47123.61357516246,0.5380469650517883,47123.61357516246,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,4712.361357516246,4712.361357516246,0.0,0.0
89,522966.6170852334,5697196.024145708,True,79005.93999802797,0.9020722947997327,79005.93999802797,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,7900.593999802797,7900.593999802797,0.0,0.0
90,523338.25533690606,5696965.788214354,True,38693.80552942554,0.441797287005695,38693.80552942554,collision_air_kerma_rate,uGy/h,uGy,0.004321365198123392,0.004321365198123392,167.21006459781398,167.21006459781398,uGy/h*m,3869.380552942554,3869.380552942554,0.004644724016605944,0.004644724016605944
91,523218.88540464384,5697116.692291211,True,5600.098218060643,0.06394067902737378,5600.098218060643,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,560.0098218060643,560.0098218060643,0.0,0.0
92,522592.45806408155,5696839.096939503,True,13181.50193855717,0.1505034647131366,13181.50193855717,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,1318.1501938557171,1318.1501938557171,0.0,0.0
93,522875.4254994288,5696947.537773756,True,33189.82409291079,0.3789540480657379,33189.82409291079,collision_air_kerma_rate,uGy/h,uGy,0.0014899742091718595,0.0014899742091718595,49.45198190538789,49.45198190538789,uGy/h*m,3318.9824092910794,3318.9824092910794,0.0013736661640385524,0.0013736661640385524
94,523159.9365257337,5697225.045066174,True,39668.81407763694,0.452929718295752,39668.81407763694,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,3966.881407763694,3966.881407763694,0.0,0.0
95,523392.75022980326,5696608.84735645,True,16658.74970035145,0.19020590820216157,16658.74970035145,collision_air_kerma_rate,uGy/h,uGy,0.0019470852240750683,0.0019470852240750683,32.43600539311928,32.43600539311928,uGy/h*m,1665.874970035145,1665.874970035145,0.0009010001498088689,0.0009010001498088689
96,522606.88547925075,5696583.832816892,True,772.8628645779196,0.008824376721961676,772.8628645779196,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,77.28628645779196,77.28628645779196,0.0,0.0
97,522416.24037758756,5696751.384307366,True,1777.2766325849677,0.02029255028786292,1777.2766325849677,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,177.72766325849676,177.72766325849676,0.0,0.0
98,522614.98475117446,5697375.775148595,True,80330.634721435,0.9171973652575072,80330.634721435,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,8033.0634721435,8033.0634721435,0.0,0.0
99,522674.246223303,5697108.8041538065,True,8124.87047093178,0.09276796846980058,8124.87047093178,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,812.487047093178,812.487047093178,0.0,0.0
